Название;Цвет;Длина;Ширина;Толщина;Бренд;Коллекция;Текстура
"BL-016 Cumulus";Серого;3658;760;12;Hanex;"серия Bellassimo (Hanex)";Мраморная
"BL-202 Flaxen";Светло-бежевого;3658;760;12;Hanex;"серия Bellassimo (Hanex)";Мраморная
"BL-203 Silkwood";Светло-бежевого;3658;760;12;Hanex;"серия Bellassimo (Hanex)";Мраморная
"BL-251 Cameo";Светло-бежевого;3658;760;12;Hanex;"серия Bellassimo (Hanex)";Мраморная
"BL-253 Ebony Timber";Черного;3658;760;12;Hanex;"серия Bellassimo (Hanex)";Мраморная
"NA-01 Blando";Белого;3658;760;12;Hanex;"серия Nativo (Hanex)";"Крупные вкрапления"
"NA-02 Grando";Светло-бежевого;3658;760;12;Hanex;"серия Nativo (Hanex)";"Крупные вкрапления"
"NA-03 Avena";Светло-бежевого;3658;760;12;Hanex;"серия Nativo (Hanex)";"Крупные вкрапления"
"NA-04 Viento";Бежевого;3658;760;12;Hanex;"серия Nativo (Hanex)";"Крупные вкрапления"
"NA-05 Terrono";Коричневого;3658;760;12;Hanex;"серия Nativo (Hanex)";"Крупные вкрапления"
"NA-06 Montes";Коричневого;3658;760;12;Hanex;"серия Nativo (Hanex)";"Крупные вкрапления"
"ST-202 Walnut";Коричневого;3658;760;12;Hanex;"серия Stratum (Hanex)";Мраморная
"ST-203 Albero";Коричневого;3658;760;12;Hanex;"серия Stratum (Hanex)";Мраморная
"ST-207 Crunch Truffle";Бежевого;3658;760;12;Hanex;"серия Stratum (Hanex)";Мраморная
"D-045 Browning";Бежевого;3658;760;12;Hanex;"серия Duo (Hanex)";Песчаная
"D-103 Desert Sahara";Бежевого;3658;760;12;Hanex;"серия Duo (Hanex)";Песчаная
"T-090 Rubinstein";Светло-бежевого;3658;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"G30 Ivory Quartz";Коричневого;3680;760;12;"LG Hi-Macs";"Quartz&Granite (LG Hi-Macs)";Гранитная
"G058 Moonscape Quartz";Бежевого;3680;760;12;"LG Hi-Macs";"Quartz&Granite (LG Hi-Macs)";Гранитная
"W006 Macadamia";Светло-бежевого;3680;760;12;"LG Hi-Macs";"Lusia (LG Hi-Macs)";Гранитная
"W008 Acorn";Коричневого;3680;760;12;"LG Hi-Macs";"Lusia (LG Hi-Macs)";Гранитная
"VB01 Merapi";Черного;3680;760;12;"LG Hi-Macs";"Volcanics (LG Hi-Macs)";"Крупные вкрапления"
"VE04 Maroa";Бежевого;3680;760;12;"LG Hi-Macs";"Volcanics (LG Hi-Macs)";"Крупные вкрапления"
"VL21 Santorini";"Синего / Голубого";3680;760;12;"LG Hi-Macs";"Volcanics (LG Hi-Macs)";"Крупные вкрапления"
"VN24 Kohala";Коричневого;3680;760;12;"LG Hi-Macs";"Volcanics (LG Hi-Macs)";"Крупные вкрапления"
"T001 Black Hole";Серого;3680;760;12;"LG Hi-Macs";"Galaxy (LG Hi-Macs)";"Крупные вкрапления"
"T008 Jupiter";Коричневого;3680;760;12;"LG Hi-Macs";"Galaxy (LG Hi-Macs)";"Крупные вкрапления"
"T010 Nebula";Белого;3680;760;12;"LG Hi-Macs";"Galaxy (LG Hi-Macs)";"Крупные вкрапления"
"T011 Venus";Светло-бежевого;3680;760;12;"LG Hi-Macs";"Galaxy (LG Hi-Macs)";"Крупные вкрапления"
"T025 Capella";Бежевого;3680;760;12;"LG Hi-Macs";"Galaxy (LG Hi-Macs)";"Крупные вкрапления"
"M201 Terni";Коричневого;3680;760;12;"LG Hi-Macs";"Marmo (LG Hi-Macs)";Мраморная
"M203 Lucca";Коричневого;3680;760;12;"LG Hi-Macs";"Marmo (LG Hi-Macs)";Мраморная
"M205 Parma";Коричневого;3680;760;12;"LG Hi-Macs";"Marmo (LG Hi-Macs)";Мраморная
"M206 Monza";Черного;3680;760;12;"LG Hi-Macs";"Marmo (LG Hi-Macs)";Мраморная
"M207 Pisa";Коричневого;3680;760;12;"LG Hi-Macs";"Marmo (LG Hi-Macs)";Мраморная
"M301 Siena";Коричневого;3680;760;12;"LG Hi-Macs";"Marmo (LG Hi-Macs)";Мраморная
"M302 Pompei";Коричневого;3680;760;12;"LG Hi-Macs";"Marmo (LG Hi-Macs)";Мраморная
"M303 Capri";Серого;3680;760;12;"LG Hi-Macs";"Marmo (LG Hi-Macs)";Мраморная
"M305 Modena";Коричневого;3680;760;12;"LG Hi-Macs";"Marmo (LG Hi-Macs)";Мраморная
"M306 Breeze";Белого;3680;760;12;"LG Hi-Macs";"Marmo (LG Hi-Macs)";Мраморная
"M352 Vernazza";Светло-серого;3680;760;12;"LG Hi-Macs";"Marmo (LG Hi-Macs)";Мраморная
"M411 Messina";Серого;3680;760;12;"LG Hi-Macs";"Marmo (LG Hi-Macs)";Мраморная
"M412 Foggia";Серого;3680;760;12;"LG Hi-Macs";"Marmo (LG Hi-Macs)";Мраморная
"M424 Lunar Dust";Серого;3680;760;12;"LG Hi-Macs";"Marmo (LG Hi-Macs)";Мраморная
"M425 Padova";Коричневого;3680;760;12;"LG Hi-Macs";"Marmo (LG Hi-Macs)";Мраморная
"M616 Aurora Dove";Белого;3680;760;12;"LG Hi-Macs";"Marmo (LG Hi-Macs)";Мраморная
"P-101 Pure Vanilla";Светло-бежевого;3680;760;12;Grandex;"серия Pure Color (Grandex)";Монотонная
"P-102 Pure Beige";Бежевого;3680;760;12;Grandex;"серия Pure Color (Grandex)";Монотонная
"P-105 Pure Black";Черного;3680;760;12;Grandex;"серия Pure Color (Grandex)";Монотонная
"P-106 Pure Brown";Коричневого;3658;760;12;Grandex;"серия Pure Color (Grandex)";Монотонная
"P-107 Pure Red";"Красного / розового";3658;760;12;Grandex;"серия Pure Color (Grandex)";Монотонная
"P-108 Pure Grey";Серого;3680;760;12;Grandex;"серия Pure Color (Grandex)";Монотонная
"S-201 Dirty Sand";Светло-серого;3680;760;12;Grandex;"серия Sand and Sky  (Grandex)";Песчаная
"S-202 Peaceful Night";Черного;3680;760;12;Grandex;"серия Sand and Sky  (Grandex)";Песчаная
"S-203 Sparkling Sand";Белого;3680;760;12;Grandex;"серия Sand and Sky  (Grandex)";Песчаная
"S-204 Creamy Sand";Светло-бежевого;3680;760;12;Grandex;"серия Sand and Sky  (Grandex)";Песчаная
"S-205 Fair Sky";Светло-бежевого;3680;760;12;Grandex;"серия Sand and Sky  (Grandex)";Песчаная
"S-206 Wet Sand";Коричневого;3680;760;12;Grandex;"серия Sand and Sky  (Grandex)";Песчаная
"S-208 Natural Sand";Бежевого;3680;760;12;Grandex;"серия Sand and Sky  (Grandex)";Песчаная
"S-209 Light Sand";Светло-бежевого;3680;760;12;Grandex;"серия Sand and Sky  (Grandex)";Песчаная
"S-210 Hot Sand ";Бежевого;3680;760;12;Grandex;"серия Sand and Sky  (Grandex)";Песчаная
"S-211 Romantic Night";Черного;3680;760;12;Grandex;"серия Sand and Sky  (Grandex)";Песчаная
"S-212 Thunder Sky";Серого;3680;760;12;Grandex;"серия Sand and Sky  (Grandex)";Песчаная
"S-213 Sanded Corn";Бежевого;3658;760;12;Grandex;"серия Sand and Sky  (Grandex)";Песчаная
"D-320 Soil";Коричневого;3680;760;12;Grandex;"серия Delicious Edition (Grandex)";Гранитная
"S-214 Sanded Brown";Коричневого;3680;760;12;Grandex;"серия Sand and Sky  (Grandex)";Песчаная
"D-305 Melted Butter";Светло-бежевого;3680;760;12;Grandex;"серия Delicious Edition (Grandex)";Гранитная
"S-215 Sanded Alps";Черного;3680;760;12;Grandex;"серия Sand and Sky  (Grandex)";Гранитная
"D-301 Poppy Seed";Светло-серого;3680;760;12;Grandex;"серия Delicious Edition (Grandex)";Гранитная
"D-302 Morning Coffee";Коричневого;3680;760;12;Grandex;"серия Delicious Edition (Grandex)";Гранитная
"D-303 Raisined Chocolate";Коричневого;3680;760;12;Grandex;"серия Delicious Edition (Grandex)";Гранитная
"D-304 Ice Cream";Светло-бежевого;3680;760;12;Grandex;"серия Delicious Edition (Grandex)";Гранитная
"D-306 Maple Sirup";"Красного / розового";3658;760;12;Grandex;"серия Delicious Edition (Grandex)";Гранитная
"D-307 Aspen Pie";Коричневого;3680;760;12;Grandex;"серия Delicious Edition (Grandex)";Гранитная
"D-308 Cubic Mint";Светло-бежевого;3680;760;12;Grandex;"серия Delicious Edition (Grandex)";Гранитная
"D-309 Mushroom Soup";Серого;3680;760;12;Grandex;"серия Delicious Edition (Grandex)";Гранитная
"D-310 Herbal Ash";Серого;3680;760;12;Grandex;"серия Delicious Edition (Grandex)";Гранитная
"A-401 Cloudy Mount";Светло-бежевого;3680;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"A-402 Blue Dream";"Синего / Голубого";3658;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"A-403 Asphalt Material";Серого;3680;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"A-404 Arctic Air";Белого;3658;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"A-405 Peach Fruit";Бежевого;3680;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"A-406 Space Galaxy";Бежевого;3680;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"A-407 Grand Canyon";Коричневого;3658;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"A-408 Cacao Tree";Коричневого;3680;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"A-409 South Coast";Светло-бежевого;3680;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"A-410 Cotton Wool";Светло-бежевого;3680;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"A-411 Precious Stone";Бежевого;3680;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"A-412 Citron Blossom";Бежевого;3680;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"A-413 Milky Way";Белого;3658;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"A-414 Historical Spot";Светло-бежевого;3680;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"A-415 Endless Desert";Бежевого;3680;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"A-416 Visible Horizon";Светло-бежевого;3680;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"A-417 Global Cruise";Бежевого;3680;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"A-418 Oak Wood";Коричневого;3680;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"A-419 Cromium Atom";Коричневого;3680;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"J-504 Cut Diamond";Белого;3680;760;12;Grandex;"серия Jewel  (Grandex)";"Крупные вкрапления"
"J-505 Pearl Necklace";Светло-бежевого;3680;760;12;Grandex;"серия Jewel  (Grandex)";"Крупные вкрапления"
"J-506 Algerian Onyx";Черного;3658;760;12;Grandex;"серия Jewel  (Grandex)";"Крупные вкрапления"
"J-507 Gur Coal";Черного;3658;760;12;Grandex;"серия Jewel  (Grandex)";"Крупные вкрапления"
"J-508 Zultanite Crown";Бежевого;3680;760;12;Grandex;"серия Jewel  (Grandex)";"Крупные вкрапления"
"J-502 Cambay Stone";Черного;3658;760;12;Grandex;"серия Jewel  (Grandex)";"Крупные вкрапления"
"P-109 Light Grey";Светло-серого;3680;760;12;Grandex;"серия Pure Color (Grandex)";Монотонная
"P-110 Iron";Серого;3680;760;12;Grandex;"серия Pure Color (Grandex)";Монотонная
"S-217 Midnight Sky";Белого;3680;760;12;Grandex;"серия Sand and Sky  (Grandex)";Гранитная
"S-218 Crispy Beige";Светло-серого;3680;760;12;Grandex;"серия Sand and Sky  (Grandex)";Гранитная
"S-220 Crystal Snowflake ";Светло-бежевого;3680;760;12;Grandex;"серия Sand and Sky  (Grandex)";Гранитная
"S-222 Diamant Sky";Серого;3680;760;12;Grandex;"серия Sand and Sky  (Grandex)";Гранитная
"S-223 Silver Pearl";Серого;3680;760;12;Grandex;"серия Sand and Sky  (Grandex)";Гранитная
"S-229 Tempest Grey";Серого;3680;760;12;Grandex;"серия Sand and Sky  (Grandex)";Гранитная
"D-312 Pietra Absorb";Серого;3680;760;12;Grandex;"серия Delicious Edition (Grandex)";Гранитная
"D-313 Milky Way";Белого;3680;760;12;Grandex;"серия Delicious Edition (Grandex)";Гранитная
"D-314 Arctic Ice";Светло-бежевого;3680;760;12;Grandex;"серия Delicious Edition (Grandex)";Гранитная
"D-315 Spacemen Food";Светло-бежевого;3680;760;12;Grandex;"серия Delicious Edition (Grandex)";Гранитная
"D-318 Veivet Bean";Светло-бежевого;3680;760;12;Grandex;"серия Delicious Edition (Grandex)";Гранитная
"D-321 Chocolate Truffle";Коричневого;3680;760;12;Grandex;"серия Delicious Edition (Grandex)";Гранитная
"A-420 Starry Beat";Черного;3680;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"A-421 Coal Mine";Черного;3680;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"A-422 Snow Pile";Белого;3680;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"A-423 Industrial Draft";Белого;3680;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"A-424 Loft Design";Светло-серого;3680;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"A-425 Urban Project";Серого;3680;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"A-426 Onyx Gravel";Коричневого;3680;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"A-427 Primo";Бежевого;3680;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"A-428 Andes";Черного;3680;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"A-429 Conrete Quartz";Бежевого;3680;760;12;Grandex;"серия Adventure (Grandex)";Гранитная
"J-509 American Obsidian";Черного;3680;760;12;Grandex;"серия Jewel  (Grandex)";"Крупные вкрапления"
"J-510 Terazzo Bianco";Черного;3680;760;12;Grandex;"серия Jewel  (Grandex)";"Крупные вкрапления"
"M-703 Water Weed";Бежевого;3680;760;12;Grandex;"серия Marble Ocean (Grandex)";Мраморная
"M-715 Beton Bridge";Бежевого;3658;760;12;Grandex;"серия Marble Ocean (Grandex)";Мраморная
"M-701 Hazel Flow";Светло-бежевого;3680;760;12;Grandex;"серия Marble Ocean (Grandex)";Мраморная
"M-702 River Bed";Коричневого;3680;760;12;Grandex;"серия Marble Ocean (Grandex)";Мраморная
"M-707 Noble Pearl";Светло-серого;3680;760;12;Grandex;"серия Marble Ocean (Grandex)";Мраморная
"M-704 Shell Surface";Бежевого;3680;760;12;Grandex;"серия Marble Ocean (Grandex)";Мраморная
"M-705 Lake Coast";Коричневого;3680;760;12;Grandex;"серия Marble Ocean (Grandex)";Мраморная
"M-706 Stormy Sea";Коричневого;3680;760;12;Grandex;"серия Marble Ocean (Grandex)";Мраморная
"M-708 Deep Water";Черного;3680;760;12;Grandex;"серия Marble Ocean (Grandex)";Мраморная
"M-709 Lost Submarine";Серого;3658;760;12;Grandex;"серия Marble Ocean (Grandex)";Мраморная
"M-710 Float Rock";"Синего / Голубого";3680;760;12;Grandex;"серия Marble Ocean (Grandex)";Мраморная
"M-711 Sparkling Wave";Светло-серого;3680;760;12;Grandex;"серия Marble Ocean (Grandex)";Мраморная
"M-712 Stylish Moon";Светло-бежевого;3680;760;12;Grandex;"серия Marble Ocean (Grandex)";Мраморная
"M-713 Whitesand Beach";Светло-бежевого;3680;760;12;Grandex;"серия Marble Ocean (Grandex)";Мраморная
"M-716 Cement Seawall";Серого;3680;760;12;Grandex;"серия Marble Ocean (Grandex)";Мраморная
"M-717 Shrimp Crust";Бежевого;3680;760;12;Grandex;"серия Marble Ocean (Grandex)";Мраморная
"M-718 Neptun Trident";Светло-серого;3680;760;12;Grandex;"серия Marble Ocean (Grandex)";Мраморная
"M-719 Octopus Ink";Светло-серого;3680;760;12;Grandex;"серия Marble Ocean (Grandex)";Мраморная
"M-720 Carrara Lunar";Бежевого;3680;760;12;Grandex;"серия Marble Ocean (Grandex)";Мраморная
"M-723 Timber Wolf";Бежевого;3680;760;12;Grandex;"серия Marble Ocean (Grandex)";Мраморная
"M-725 Copper Tech";Черного;3680;760;12;Grandex;"серия Marble Ocean (Grandex)";Мраморная
"M-727 Venice";Светло-бежевого;3680;760;12;Grandex;"серия Marble Ocean (Grandex)";Мраморная
"C-801 Arezzo";Серого;3680;760;12;Grandex;"серия Marble Ocean (Grandex)";Мраморная
"C-802 Piacenza";Черного;3680;760;12;Grandex;"серия Marble Ocean (Grandex)";Мраморная
"C- 803 Salerno";Серого;3680;760;12;Grandex;"серия Marble Ocean (Grandex)";Мраморная
