Название;Цвет;Длина;Ширина;Толщина;Бренд;Коллекция;Текстура
"E-603 Snowy Moscow";Белого;3680;760;12;Grandex;"серия Explorer (Grandex)";"Крупные вкрапления"
"E-604 Taj Mahal";Коричневого;3658;760;12;Grandex;"серия Explorer (Grandex)";"Крупные вкрапления"
"E-605 Indian Mantra";Светло-бежевого;3680;760;12;Grandex;"серия Explorer (Grandex)";"Крупные вкрапления"
"E-606 Turkish Sauna";Светло-бежевого;3658;760;12;Grandex;"серия Explorer (Grandex)";"Крупные вкрапления"
"E-608 Egypt Pyramid";Коричневого;3658;760;12;Grandex;"серия Explorer (Grandex)";"Крупные вкрапления"
"E-609 Business Tokio";Светло-серого;3680;760;12;Grandex;"серия Explorer (Grandex)";"Крупные вкрапления"
"E-610 Tibet Harmony - Снят с производства";Бежевого;3680;760;12;Grandex;"серия Explorer (Grandex)";"Крупные вкрапления"
"E-611 Spanish Corridа";"Красного / розового";3658;760;12;Grandex;"серия Explorer (Grandex)";"Крупные вкрапления"
"E-613 English Tea";Коричневого;3680;760;12;Grandex;"серия Explorer (Grandex)";"Крупные вкрапления"
"E-614 Marrakesh Plaza";Коричневого;3680;760;12;Grandex;"серия Explorer (Grandex)";"Крупные вкрапления"
"E-615 Cosmic Particle";Черного;3658;760;12;Grandex;"серия Explorer (Grandex)";"Крупные вкрапления"
"E-616 Sun Spot";Светло-серого;3658;760;12;Grandex;"серия Explorer (Grandex)";Металлик
"E-617 Luna Crater";Зеленого;3680;760;12;Grandex;"серия Explorer (Grandex)";Металлик
"E-618 Saturn Ring";Серого;3680;760;12;Grandex;"серия Explorer (Grandex)";Металлик
"E-619 Meteor Shower";Коричневого;3658;760;12;Grandex;"серия Explorer (Grandex)";"Крупные вкрапления"
"S-008 N-White 12 мм";Белого;3658;760;12;Hanex;"серия Solo (Hanex)";Монотонная
"S-004 Ivory";Светло-бежевого;3680;760;12;Hanex;"серия Solo (Hanex)";Монотонная
"S-006 Grey";Светло-серого;3680;760;12;Hanex;"серия Solo (Hanex)";Монотонная
"S-022 Steel";Серого;3658;760;12;Hanex;"серия Solo (Hanex)";Монотонная
"M-007 M-Black";Черного;3680;760;12;Hanex;"серия Magic (Hanex)";Монотонная
"M-009 Charcoal Sketch";Черного;3680;760;12;Hanex;"серия Magic (Hanex)";Монотонная
"S-008 N-White 10 мм";Белого;3680;760;12;Hanex;"серия Solo (Hanex)";Монотонная
"S-008 N-White 6 мм";Белого;2500;760;6;Hanex;"серия Solo (Hanex)";Монотонная
"S-108 Empire";Светло-бежевого;3680;760;12;Hanex;"серия Solo (Hanex)";Монотонная
"D-001 Silverstone";Светло-серого;3680;760;12;Hanex;"серия Duo (Hanex)";Песчаная
"D-003 Goldbrown";Бежевого;3680;760;12;Hanex;"серия Duo (Hanex)";Песчаная
"D-007 Mist";Серого;3680;760;12;Hanex;"серия Duo (Hanex)";Песчаная
"D-012 Lightbrown";Коричневого;3680;760;12;Hanex;"серия Duo (Hanex)";Песчаная
"D-013 Nightlight";Черного;3680;760;12;Hanex;"серия Duo (Hanex)";Песчаная
"D-024 Silverwhite";Белого;3680;760;12;Hanex;"серия Duo (Hanex)";Песчаная
"D-025 Lightsand";Светло-бежевого;3680;760;12;Hanex;"серия Duo (Hanex)";Песчаная
"D-027 Marrionier";Коричневого;3680;760;12;Hanex;"серия Duo (Hanex)";Песчаная
"D-028 Blackbeat";Черного;3680;760;12;Hanex;"серия Duo (Hanex)";Песчаная
"D-039 Navajo";Бежевого;3680;760;12;Hanex;"серия Duo (Hanex)";Песчаная
"D-047 Cream Cheese";Бежевого;3680;760;12;Hanex;"серия Duo (Hanex)";Песчаная
"D-048 Crystal Mirror";Белого;3680;760;12;Hanex;"серия Duo (Hanex)";Гранитная
"D-101 Nantucket";Светло-бежевого;3680;760;12;Hanex;"серия Duo (Hanex)";Песчаная
"D-102 Sea Shore";Бежевого;3680;760;12;Hanex;"серия Duo (Hanex)";Песчаная
"D-104 Gravity";Серого;3680;760;12;Hanex;"серия Duo (Hanex)";Гранитная
"D-211 Milk Froth";Белого;3680;760;12;Hanex;"серия Duo (Hanex)";Песчаная
"D-212 Summer Sands";Светло-бежевого;3680;760;12;Hanex;"серия Duo (Hanex)";Песчаная
"D-213 Stonefall";Серого;3680;760;12;Hanex;"серия Duo (Hanex)";Гранитная
"D-214 Dijon Mustard";Коричневого;3680;760;12;Hanex;"серия Duo (Hanex)";Гранитная
"D-215 Black Haze";Серого;3680;760;12;Hanex;"серия Duo (Hanex)";Песчаная
"D-216 Cornmeal";Бежевого;3680;760;12;Hanex;"серия Duo (Hanex)";Песчаная
"D-217 Crisp Snow";Белого;3680;760;12;Hanex;"серия Duo (Hanex)";Песчаная
"D-218 Desire";Белого;3680;760;12;Hanex;"серия Duo (Hanex)";Песчаная
"P-002 Metal Grey";Серого;3680;760;12;Hanex;"серия Pearl (Hanex)";Металлик
"P-004 Solaris";Белого;3680;760;12;Hanex;"серия Pearl (Hanex)";Металлик
"P-005 Nightgleam";Черного;3680;760;12;Hanex;"серия Pearl (Hanex)";Металлик
"P-007 Browneyes";Коричневого;3680;760;12;Hanex;"серия Pearl (Hanex)";Металлик
"C-007 Cubic Milk";Белого;3680;760;12;Hanex;"серия Cubic (Hanex)";Гранитная
"T-021 Pure Arctic";Белого;3680;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-025 Chestnut";Коричневого;3680;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-050 Ice Queen";Светло-серого;3680;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-223 L-Cubic";Светло-бежевого;3680;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-235 Thetis";Серого;3680;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-510 Haramis";Серого;3680;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-511 Aria";Серого;3680;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-071 Organic Cotton";Светло-бежевого;3680;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-089 Vocalise";Белого;3680;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-102 Hidden Glen";Бежевого;3680;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-206 Charles Rose";Бежевого;3680;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-210 Rebeca";Бежевого;3680;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-212 Unicon";Бежевого;3680;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-218 L-Beauty";Бежевого;3680;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-219 L-Blanc";Бежевого;3680;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-222 L-Mocha";Коричневого;3680;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-233 Charites";Серого;3680;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-234 Brutus";Коричневого;3680;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-237 Ice Cube";Белого;3680;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-238 Colombia";Светло-бежевого;3680;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-239 Stone Grey";Серого;3680;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-240 Dark Knight";Серого;3680;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-243 Brown Cookie";Бежевого;3680;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-411 Ict Pile";Белого;3680;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-412 Serenity";Светло-бежевого;3680;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-507 H-Sand";Белого;3680;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-509 Harvest";Серого;3680;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"CT-002 Modern Concrete";Бежевого;3680;760;12;Hanex;"Concrete (Hanex)";Гранитная
"CT-003 Smoky Concrete";Серого;3680;760;12;Hanex;"Concrete (Hanex)";Гранитная
"GAD-003 Omega";Светло-бежевого;3680;760;12;Hanex;"серия Galleria (Hanex)";Гранитная
"GAD-007 Juno";Серого;3680;760;12;Hanex;"серия Galleria (Hanex)";Гранитная
"GAD-020 Gia";Серого;3680;760;12;Hanex;"серия Galleria (Hanex)";Гранитная
"GAM-001 After Snow";Белого;3680;760;12;Hanex;"серия Galleria (Hanex)";Гранитная
"GAM-004 Sand Flower";Светло-бежевого;3680;760;12;Hanex;"серия Galleria (Hanex)";Гранитная
"B-039 Wild Fire";Коричневого;3680;760;12;Hanex;"серия Brionne (Hanex)";3D-частицы
"CC-001 Cascade Ice";Светло-серого;3680;760;12;Hanex;"Cascade (Hanex) ";Мраморная
"CC-002 Cascade Cream";Белого;3680;760;12;Hanex;"Cascade (Hanex) ";Мраморная
"CC-004 Cascade Beige";Бежевого;3680;760;12;Hanex;"Cascade (Hanex) ";Мраморная
"CC-005 Cascade White";Белого;3680;760;12;Hanex;"Cascade (Hanex) ";Мраморная
"CC-006 Cascade Black";Черного;3680;760;12;Hanex;"Cascade (Hanex) ";Мраморная
"ST-101 Clara";Белого;3680;760;12;Hanex;"серия Stratum (Hanex)";Мраморная
"ST-102 Marelinho";Белого;3680;760;12;Hanex;"серия Stratum (Hanex)";Мраморная
"ST-103 Nublado";Светло-серого;3680;760;12;Hanex;"серия Stratum (Hanex)";Мраморная
"ST-104 Ardosia";Светло-серого;3680;760;12;Hanex;"серия Stratum (Hanex)";Мраморная
"ST-105 Moreno ";Коричневого;3680;760;12;Hanex;"серия Stratum (Hanex)";Мраморная
"ST-106 Grenicio";Серого;3680;760;12;Hanex;"серия Stratum (Hanex)";Мраморная
"ST-201 Romano";Бежевого;3680;760;12;Hanex;"серия Stratum (Hanex)";Мраморная
"ST-204 Marron";Коричневого;3680;760;12;Hanex;"серия Stratum (Hanex)";Мраморная
"ST-205 Caramel Drizzle";Бежевого;3680;760;12;Hanex;"серия Stratum (Hanex)";Мраморная
"ST-302 Bianco Classico";Светло-серого;3680;760;12;Hanex;"серия Stratum (Hanex)";Мраморная
"ST-303 Volare";Светло-серого;3680;760;12;Hanex;"серия Stratum (Hanex)";Мраморная
"BL-201 Kashmere";Светло-бежевого;3680;760;12;Hanex;"серия Bellassimo (Hanex)";Мраморная
"BL-205 Sedimentary";Светло-серого;3680;760;12;Hanex;"серия Bellassimo (Hanex)";Мраморная
"BL-206 Slate Grey";Серого;3680;760;12;Hanex;"серия Bellassimo (Hanex)";Мраморная
"BL-209 Macassar";Черного;3680;760;12;Hanex;"серия Bellassimo (Hanex)";Мраморная
"BL-219 Marfim";Белого;3680;760;12;Hanex;"серия Bellassimo (Hanex)";Мраморная
"BL-256 Mountain Frost";Серого;3680;760;12;Hanex;"серия Bellassimo (Hanex)";Мраморная
"VM-001 Venato Sparkle";Белого;3680;760;12;Hanex;"Venato  (Hanex) ";Мраморная
"VM-002 Venato Snow";Белого;3680;760;12;Hanex;"Venato  (Hanex) ";Мраморная
"CS-502 Black Desert";Черного;3680;760;12;Hanex;"Venato  (Hanex) ";Мраморная
"011 White";Белого;3600;760;12;Kerrock;"Lumino (Kerrock)";Светопроводящая
"021 Yellow";Желтого;3600;760;12;Kerrock;"Lumino (Kerrock)";Светопроводящая
"041 Pink";"Красного / розового";3600;760;12;Kerrock;"Lumino (Kerrock)";Светопроводящая
"071 Blue";"Синего / Голубого";3600;760;12;Kerrock;"Lumino (Kerrock)";Светопроводящая
"108 Snow White";Белого;3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"100 Arctic White";Белого;3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"101 Polar White";Белого;3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"109 White Acrylic";Белого;3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"117 Dusty White";Белого;3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"118 Pearl White";Белого;3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"213 Pineapple";Желтого;3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"214 Mustard";Желтого;3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"400 Cherry";"Красного / розового";3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"426 Salmon";"Красного / розового";3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"427 Crimson";"Красного / розового";3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"428 Powder Pink";"Красного / розового";3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"500 Vanilla";Светло-бежевого;3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"501 French Vanilla";Светло-бежевого;3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"502 Bone";Бежевого;3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"503 Bisque";Светло-бежевого;3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"506 Cream";Желтого;3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"509 Brown Cream";Коричневого;3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"512 Desert Rose";Коричневого;3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"513 Gray Quartzite";Светло-серого;3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"514 Sandstone";Бежевого;3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"605 Lime";Зеленого;3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"633 Shamrock";Зеленого;3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"728 Oxygen Blue";"Синего / Голубого";3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"729 Adriatic Blue";"Синего / Голубого";3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"730 Dark Navy";"Синего / Голубого";3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"900 Misty Grey";Светло-серого;3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"901 Ash Grey";Серого;3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"909 Black";Черного;3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"921 Gypsum";Серого;3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"922 Water Stone";Серого;3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"923 Charcoal";Коричневого;3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"924 Beigeing";Серого;3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"930 Storm Cloud";Серого;3600;760;12;Kerrock;"Uni (Kerrock)";Монотонная
"1076 Wollastonite";Белого;3600;760;12;Kerrock;"Granite (Kerrock)";Песчаная
"1087 Dolomite Grain";Светло-серого;3600;760;12;Kerrock;"Granite (Kerrock)";Песчаная
"1090 Iceland";Светло-серого;3600;760;12;Kerrock;"Granite (Kerrock)";Песчаная
"1091 Salt and Pepper";Белого;3600;760;12;Kerrock;"Granite (Kerrock)";Песчаная
"1092 Hematite";Серого;3600;760;12;Kerrock;"Granite (Kerrock)";Песчаная
"1093 Pyrite";Серого;3600;760;12;Kerrock;"Granite (Kerrock)";Песчаная
"1099 Tourmaline";Серого;3600;760;12;Kerrock;"Granite (Kerrock)";Песчаная
"1193 Apenino";Светло-серого;3600;760;12;Kerrock;"Granite (Kerrock)";Песчаная
"5075 Phenakite";Бежевого;3600;760;12;Kerrock;"Granite (Kerrock)";Песчаная
"5080 Desert gold";Бежевого;3600;760;12;Kerrock;"Granite (Kerrock)";Песчаная
"5083 Giadelite";Бежевого;3600;760;12;Kerrock;"Granite (Kerrock)";Песчаная
"5194 Rhyolite";Бежевого;3600;760;12;Kerrock;"Granite (Kerrock)";Песчаная
"5195 Basalt";Серого;3600;760;12;Kerrock;"Granite (Kerrock)";Песчаная
"5196 Cryolite";Бежевого;3600;760;12;Kerrock;"Granite (Kerrock)";Песчаная
"9011 Hedenbergit";Черного;3600;760;12;Kerrock;"Granite (Kerrock)";Песчаная
"9081 Kyanite";Серого;3600;760;12;Kerrock;"Granite (Kerrock)";Песчаная
"9082 Leucite";Бежевого;3600;760;12;Kerrock;"Granite (Kerrock)";Песчаная
"9095 Molibdenite";Черного;3600;760;12;Kerrock;"Granite (Kerrock)";Песчаная
"9099 Onyx";Черного;3600;760;12;Kerrock;"Granite (Kerrock)";Песчаная
"9199 Manganite";Коричневого;3600;760;12;Kerrock;"Granite (Kerrock)";Песчаная
"1050 Quartz";Светло-серого;3600;760;12;Kerrock;"Terrazzo (Kerrock)";Гранитная
"1052 Aragonite";Белого;3600;760;12;Kerrock;"Terrazzo (Kerrock)";Гранитная
"1055 Granulite";Серого;3600;760;12;Kerrock;"Terrazzo (Kerrock)";Гранитная
"1157 Sunrise Terrazzo";Белого;3600;760;12;Kerrock;"Terrazzo (Kerrock)";Гранитная
"1158 Azzure Terrazzo";Белого;3600;760;12;Kerrock;"Terrazzo (Kerrock)";Гранитная
"5053 Calcite";Бежевого;3600;760;12;Kerrock;"Terrazzo (Kerrock)";Гранитная
"5061 Aibit";Бежевого;3600;760;12;Kerrock;"Terrazzo (Kerrock)";Гранитная
"5064 Semolina";Бежевого;3600;760;12;Kerrock;"Terrazzo (Kerrock)";Гранитная
"9050 Obsidian";Черного;3600;760;12;Kerrock;"Terrazzo (Kerrock)";Гранитная
"9200 Asphalt";Серого;3600;760;12;Kerrock;"Terrazzo (Kerrock)";Гранитная
"9198 Light Concrete";Серого;3600;760;12;Kerrock;"Terrazzo (Kerrock)";Гранитная
"990 Nero";Черного;3600;760;12;Kerrock;"Midnight Black  (Kerrock)";Гранитная
"9904 Bertanie";Черного;3600;760;12;Kerrock;"Midnight Black  (Kerrock)";Песчаная
"9955 Lavastone";Черного;3600;760;12;Kerrock;"Midnight Black  (Kerrock)";Песчаная
"9956 Cosmic";Черного;3600;760;12;Kerrock;"Midnight Black  (Kerrock)";Песчаная
"1071 Platinum";Серого;3600;760;12;Kerrock;"Metallic (Kerrock)";Песчаная
"1194 White Glitter";Белого;3600;760;12;Kerrock;"Metallic (Kerrock)";Песчаная
"5170 Cocoa Glitter";Коричневого;3600;760;12;Kerrock;"Metallic (Kerrock)";Песчаная
"9017 Stardust";Серого;3600;760;12;Kerrock;"Metallic (Kerrock)";Песчаная
"9070 Graphite";Черного;3600;760;12;Kerrock;"Metallic (Kerrock)";Песчаная
"8101 Strontianite";Белого;3600;760;12;Kerrock;"Luminaco (Kerrock)";"Крупные вкрапления"
"8501 Colemanite";Бежевого;3600;760;12;Kerrock;"Luminaco (Kerrock)";"Крупные вкрапления"
"8502 Coral Sand";Бежевого;3600;760;12;Kerrock;"Luminaco (Kerrock)";"Крупные вкрапления"
"8102 Luxite";Белого;3600;760;12;Kerrock;"Luminaco S  (Kerrock)";"Крупные вкрапления"
"8503 Arkose";Коричневого;3600;760;12;Kerrock;"Luminaco S  (Kerrock)";"Крупные вкрапления"
"8901 Opal Brown";Черного;3600;760;12;Kerrock;"Luminaco S  (Kerrock)";"Крупные вкрапления"
"1060 Diaspore";Светло-серого;3600;760;12;Kerrock;"Marble (Kerrock)";Мраморная
"1156 Alabaster";Серого;3600;760;12;Kerrock;"Marble (Kerrock)";Мраморная
"5079 Barite";Бежевого;3600;760;12;Kerrock;"Marble (Kerrock)";Мраморная
"5155 Staurolite";Коричневого;3600;760;12;Kerrock;"Marble (Kerrock)";Металлик
"9078 Gabbro";Коричневого;3600;760;12;Kerrock;"Marble (Kerrock)";Металлик
"9197 Pyroxene";Бежевого;3600;760;12;Kerrock;"Marble (Kerrock)";Металлик
"M-006 N-Yellow";Желтого;3658;760;12;Hanex;"серия Magic (Hanex)";Монотонная
"M-008 Lime Candy";Зеленого;3658;760;12;Hanex;"серия Magic (Hanex)";Монотонная
"M-002 Fantasia";Черного;3658;760;12;Hanex;"серия Magic (Hanex)";Монотонная
"D-009 Sandbank";Коричневого;3658;760;12;Hanex;"серия Duo (Hanex)";Песчаная
"D-015 Blackhill";Серого;3658;760;12;Hanex;"серия Duo (Hanex)";Песчаная
"D-019 N-Pinetree";Зеленого;3658;760;12;Hanex;"серия Duo (Hanex)";Песчаная
"D-021 Bluewave";"Синего / Голубого";3658;760;12;Hanex;"серия Duo (Hanex)";Песчаная
"D-037 Dijon Beige";Бежевого;3658;760;12;Hanex;"серия Duo (Hanex)";Песчаная
"D-044 Beachcrust";Бежевого;3658;760;12;Hanex;"серия Duo (Hanex)";Песчаная
"C-001 Cubic White";Светло-бежевого;3658;760;12;Hanex;"серия Cubic (Hanex)";Гранитная
"C-002 Cubic Ivory";Светло-бежевого;3658;760;12;Hanex;"серия Cubic (Hanex)";Гранитная
"C-004 Cubic Transblanc";Белого;3658;760;12;Hanex;"серия Cubic (Hanex)";Гранитная
"C-008 Cubic Nebulous";Белого;3658;760;12;Hanex;"серия Cubic (Hanex)";Гранитная
"RE-02 Nuts Crumble";Светло-бежевого;3658;760;12;Hanex;"серия Therapy (Hanex)";Гранитная
"RE-03 Biscotti";Бежевого;3658;760;12;Hanex;"серия Therapy (Hanex)";Гранитная
"RE-04 Ginger Bread";Серого;3658;760;12;Hanex;"серия Therapy (Hanex)";Гранитная
"RE-05 Yuri Grey";Серого;3658;760;12;Hanex;"серия Therapy (Hanex)";Гранитная
"RE-06 Cacao Umber";Коричневого;3658;760;12;Hanex;"серия Therapy (Hanex)";Гранитная
"S-013 Hydra";Зеленого;3658;760;12;Hanex;"серия Solo (Hanex)";Монотонная
"S-014 Aqueous";"Синего / Голубого";3658;760;12;Hanex;"серия Solo (Hanex)";Монотонная
"S-015 Elixir";Светло-бежевого;3658;760;12;Hanex;"серия Solo (Hanex)";Монотонная
"S-018 Beige Breeze";Бежевого;3658;760;12;Hanex;"серия Solo (Hanex)";Монотонная
"S-019 Brown Fever";Коричневого;3658;760;12;Hanex;"серия Solo (Hanex)";Монотонная
"S-024 Lavender";"Синего / Голубого";3658;760;12;Hanex;"серия Solo (Hanex)";Монотонная
"M-003 M-Red";"Красного / розового";3658;760;12;Hanex;"серия Magic (Hanex)";Монотонная
"M-005 N-Orange";Оранжевого;3658;760;12;Hanex;"серия Magic (Hanex)";Монотонная
"S-001 R-White";Белого;3658;760;12;Hanex;"серия Solo (Hanex)";Монотонная
"S-002 White";Белого;3658;760;12;Hanex;"серия Solo (Hanex)";Монотонная
"T-001 H-Eldorado";Бежевого;3658;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-003 H-Ivory";Серого;3658;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-005 H-Grey";Серого;3658;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-007 H-Indigoblue";"Синего / Голубого";3658;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-009 N-Silverstone";Светло-серого;3658;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-012 H-Elegance";Светло-бежевого;3658;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-013 H-Sand Copper";Коричневого;3658;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-041 Black Glass";Черного;3658;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-042 H-Gravel";Серого;3658;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-049 Hazelnut";Коричневого;3658;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-068 Ricecookie";Светло-бежевого;3658;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-091 Triple X";Бежевого;3658;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-098 Coldstone";Бежевого;3658;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-213 Hestia";Бежевого;3658;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-401 Almond Storm";Бежевого;3658;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-404 Ginger Ale";Бежевого;3658;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-405 Mexican Coffee";Коричневого;3658;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"T-406 Semolina";Коричневого;3658;760;12;Hanex;"серия Trio (Hanex)";Гранитная
"G-008 Palermo";Бежевого;3658;760;12;Hanex;"серия Galleria (Hanex)";Гранитная
"GAP-003 Java Aroma";Бежевого;3658;760;12;Hanex;"серия Galleria (Hanex)";Гранитная
"GAR-006 Desertcastle";Коричневого;3658;760;12;Hanex;"серия Galleria (Hanex)";Гранитная
"GAR-007 Terrasienna";Коричневого;3658;760;12;Hanex;"серия Galleria (Hanex)";Гранитная
"GAR-010 Blackspot";Черного;3658;760;12;Hanex;"серия Galleria (Hanex)";Гранитная
"GAD-001 Athena";Светло-бежевого;3658;760;12;Hanex;"серия Galleria (Hanex)";Гранитная
"GAD-004 Odin";Светло-серого;3658;760;12;Hanex;"серия Galleria (Hanex)";Гранитная
"GAD-008 Posedon";Серого;3658;760;12;Hanex;"серия Galleria (Hanex)";Гранитная
"GAD-014 Hades";Коричневого;3658;760;12;Hanex;"серия Galleria (Hanex)";Гранитная
"GL-001 Pegasus";Светло-серого;3658;760;12;Hanex;"серия Glittering (Hanex)";Металлик
"GL-002 Aries";Серого;3658;760;12;Hanex;"серия Glittering (Hanex)";Металлик
"GL-003 Libra";Серого;3658;760;12;Hanex;"серия Glittering (Hanex)";Металлик
"GL-004 Andromeda";Коричневого;3658;760;12;Hanex;"серия Glittering (Hanex)";Металлик
"GL-005 Taurus";Оранжевого;3658;760;12;Hanex;"серия Glittering (Hanex)";Металлик
"GL-006 Cygnus";Коричневого;3658;760;12;Hanex;"серия Glittering (Hanex)";Металлик
"B-001 Ivory Essence";Светло-бежевого;3658;760;12;Hanex;"серия Brionne (Hanex)";3D-частицы
"B-012 Oslo White";Белого;3658;760;12;Hanex;"серия Brionne (Hanex)";3D-частицы
"B-013 Bosque";Светло-бежевого;3658;760;12;Hanex;"серия Brionne (Hanex)";3D-частицы
"B-019 Rhytmic Shine";Светло-бежевого;3658;760;12;Hanex;"серия Brionne (Hanex)";3D-частицы
"B-021 Stone Hedge";Серого;3658;760;12;Hanex;"серия Brionne (Hanex)";3D-частицы
"B-028 Leche";Бежевого;3658;760;12;Hanex;"серия Brionne (Hanex)";3D-частицы
"B-031 Helsinki";Белого;3658;760;12;Hanex;"серия Brionne (Hanex)";3D-частицы
"B-032 Florida Beach";Светло-бежевого;3658;760;12;Hanex;"серия Brionne (Hanex)";3D-частицы
"B-033 Festival Grain";Бежевого;3658;760;12;Hanex;"серия Brionne (Hanex)";3D-частицы
"B-034 Daylight Moon";Бежевого;3658;760;12;Hanex;"серия Brionne (Hanex)";3D-частицы
"B-035 Chocolate";Коричневого;3658;760;12;Hanex;"серия Brionne (Hanex)";3D-частицы
"B-037 Jewel Beach";Бежевого;3658;760;12;Hanex;"серия Brionne (Hanex)";3D-частицы
"B-038 Wild Safari";Коричневого;3658;760;12;Hanex;"серия Brionne (Hanex)";3D-частицы
"B-040 Copper Black";Черного;3658;760;12;Hanex;"серия Brionne (Hanex)";3D-частицы
"BL-002 Celadon";Светло-серого;3658;760;12;Hanex;"серия Bellassimo (Hanex)";Мраморная
"BL-003 Pietra Panna";Светло-бежевого;3658;760;12;Hanex;"серия Bellassimo (Hanex)";Мраморная
"BL-005 Trebarro";Желтого;3658;760;12;Hanex;"серия Bellassimo (Hanex)";Мраморная
"BL-006 Maple Wood";Желтого;3658;760;12;Hanex;"серия Bellassimo (Hanex)";Мраморная
"BL-010 Terracotta";Коричневого;3658;760;12;Hanex;"серия Bellassimo (Hanex)";Мраморная
"BL-014 Stratus";Белого;3658;760;12;Hanex;"серия Bellassimo (Hanex)";Мраморная
"BL-015 Champagne";Светло-бежевого;3658;760;12;Hanex;"серия Bellassimo (Hanex)";Мраморная
