Название;Цвет;Длина;Ширина;Толщина;Бренд;Коллекция;Текстура
"4001 Fresh Concrete";Светло-бежевого;3050;1440;20;Caesarstone;"Classico (Caesarstone)";Гранитная
"4004 Raw Concrete";Светло-бежевого;3050;1440;20;Caesarstone;"Classico (Caesarstone)";Гранитная
"4030 Oyster";Серого;3050;1440;20;Caesarstone;"Classico (Caesarstone)";Гранитная
"4120 Raven";Серого;3050;1440;20;Caesarstone;"Classico (Caesarstone)";Гранитная
"4141 Misty Carrera";Светло-серого;3050;1440;20;Caesarstone;"Classico (Caesarstone)";Гранитная
"5043 Montblanc";Светло-серого;3050;1440;20;Caesarstone;"Classico (Caesarstone)";Мраморная
"4023 Topus Concrete *";Бежевого;3050;1440;20;Caesarstone;"Metropolitan (Caesarstone)";Мраморная
"4033 Rugged Concrete *";Серого;3050;1440;20;Caesarstone;"Metropolitan (Caesarstone)";Мраморная
"5031 Statuario Maximus";Коричневого;3050;1440;20;Caesarstone;"Calacatta (Caesarstone)";Мраморная
"5111 Statuario Nuvo";Светло-серого;3050;1440;20;Caesarstone;"Calacatta (Caesarstone)";Мраморная
"8141 White Quartz";Светло-бежевого;3050;1400;20;Caesarstone;"Concetto (Caesarstone)";"Полудрагоценные камни"
"8540 Dumortierite";"Синего / Голубого";3050;1400;20;Caesarstone;"Concetto (Caesarstone)";"Полудрагоценные камни"
"8531 Blue Agate";"Синего / Голубого";3000;1400;20;Caesarstone;"Concetto (Caesarstone)";"Полудрагоценные камни"
"8311 Gray Agate";Серого;3000;1400;20;Caesarstone;"Concetto (Caesarstone)";"Полудрагоценные камни"
"8310 Brown Agate";Коричневого;3000;1400;20;Caesarstone;"Concetto (Caesarstone)";"Полудрагоценные камни"
"8330 Petrified Wood";Коричневого;3050;1400;20;Caesarstone;"Concetto (Caesarstone)";"Полудрагоценные камни"
"8551 Amethyst";"Синего / Голубого";3050;1400;20;Caesarstone;"Concetto (Caesarstone)";"Полудрагоценные камни"
"8630 Tiger Eye";Желтого;3000;1400;20;Caesarstone;"Concetto (Caesarstone)";"Полудрагоценные камни"
"8617 Aragonite";Черного;3050;1400;20;Caesarstone;"Concetto (Caesarstone)";"Полудрагоценные камни"
"8331 Petrified Wood Classic";Коричневого;3050;1400;20;Caesarstone;"Concetto (Caesarstone)";"Полудрагоценные камни"
"8616 Blue Tiger Eye";"Синего / Голубого";3000;1400;20;Caesarstone;"Concetto (Caesarstone)";"Полудрагоценные камни"
"1012 Амьен";Светло-бежевого;3500;2000;20;"Avant Quartz";"Гранитная коллекция (Avant Quartz)";Гранитная
"1108 Ле-Ман";Коричневого;3050;1440;20;"Avant Quartz";"Гранитная коллекция (Avant Quartz)";Гранитная
"1100 Лимож";Бежевого;3050;1440;20;"Avant Quartz";"Гранитная коллекция (Avant Quartz)";Гранитная
"1220 Клермон";Светло-бежевого;3200;1600;20;"Avant Quartz";"Гранитная коллекция (Avant Quartz)";Гранитная
"1203 Орлеан";Коричневого;3050;1440;20;"Avant Quartz";"Гранитная коллекция (Avant Quartz)";Гранитная
"1250 Пуатье";Коричневого;3050;1440;20;"Avant Quartz";"Гранитная коллекция (Avant Quartz)";Гранитная
"1204 Пикардия";Коричневого;3050;1440;20;"Avant Quartz";"Гранитная коллекция (Avant Quartz)";Гранитная
"1240 Руан";Коричневого;3050;1440;20;"Avant Quartz";"Гранитная коллекция (Avant Quartz)";Гранитная
"1260 Нанси";Серого;3050;1440;20;"Avant Quartz";"Гранитная коллекция (Avant Quartz)";Гранитная
"9007 Фландрия";Коричневого;3050;1440;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"1000 Дижон";Белого;3500;2000;20;"Avant Quartz";"Гранитная коллекция (Avant Quartz)";Гранитная
"9002 Артуа";Бежевого;3050;1440;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"9003 Руссильон";Бежевого;3050;1440;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"9006 Лимузен";Коричневого;3050;1440;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"9005 Бурбонне";Коричневого;3050;1440;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"9009 Прованс";Коричневого;3050;1440;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"9010 Корсика";Бежевого;3050;1440;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"9012 Анжу";Черного;3050;1440;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"9014 Савойя  - снят с производства";Черного;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"2015 Франш-Конте";Светло-серого;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"9017 Бургундия";Светло-бежевого;3050;1440;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"9018 Ницца";Коричневого;3050;1440;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"9023 Лотарингия - Акция";Зеленого;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"7000 Калакатта Эно";Светло-серого;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"7100 Статуарио Лилль";Светло-серого;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"7200 Аквитания Бланка";Светло-серого;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"2032 Гренобль";Светло-серого;3050;1440;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"7500 Калакатта Аррас";Светло-серого;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"2031 Император Бонапарт";Коричневого;3050;1440;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"8046 Эсон (М)";Бежевого;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"2033 Лион";Коричневого;3050;1440;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"2030 Боттичино Бурж  - распродажа сток цена!";Светло-серого;3050;1440;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"9050 Грис Фонсе";Светло-серого;3050;1440;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"8100 Мулен (Матовый)                ";Светло-серого;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"8200 Бордо ";Коричневого;3050;1440;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"7670 Калакатта Кассель";Серого;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"7470 Каллаката Берн";Светло-бежевого;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"7400 Калакатта Дофине";Светло-бежевого;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"7600 Калакатта Ле Нор";Черного;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"7700 Калакатта Марсель";Черного;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"7900 Калакатта Ла-Рошель";Светло-серого;3050;1440;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"2060 Грей Тур";Серого;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"2065 Грей Ним - Снят с производства";Серого;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"8300 Мюроль (Матовый)                ";Коричневого;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"7300 Калакатта Аяччо";Серого;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"7630 Калакатта Венсен";Серого;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"7070 Калакатта Версаль ";Светло-серого;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"7020 Калакатта Амбуаз";Серого;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"7030 Калакатта Шенонсо";Светло-серого;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"7040 Калакатта Бомениль";Серого;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"7060 Калакатта Мон Сен-Мишель";Черного;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"7080 Калакатта Пьерфон";Серого;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"7090 Калкатта Рона-Альпы";Серого;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"1111 Аваллон";Светло-бежевого;3200;1600;20;"Avant Quartz";"Гранитная коллекция (Avant Quartz)";Гранитная
"5754 Калакатта Вивье";Светло-серого;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"5751 Калакатта Бессон";Светло-серого;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"5752 Калакатта Креспен ";Светло-серого;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"5753 Калакатта Аверон";Светло-серого;3200;1600;20;"Avant Quartz";"Мраморная коллекция (Avant Quartz)";Мраморная
"AE498 Alpine Umber";Коричневого;3100;1520;20;Radianz;"Группа G 1 (Radianz)";Гранитная
"AN230 Antigua Beach";Бежевого;3100;1520;20;Radianz;"Группа G 1 (Radianz)";Гранитная
"BL210 Bahama Linen";Желтого;3100;1520;30;Radianz;"Группа G 1 (Radianz)";Гранитная
"BB227 Bristol Beige";Бежевого;3100;1520;20;Radianz;"Группа G 1 (Radianz)";Гранитная
"CG910 Columbia Gray";Серого;3100;1520;20;Radianz;"Группа G 1 (Radianz)";Гранитная
"TE215 Teton Beige";Бежевого;3100;1520;20;Radianz;"Группа G 1 (Radianz)";Гранитная
"TS495 Toluca Sand";Коричневого;3100;1520;20;Radianz;"Группа G 1 (Radianz)";Гранитная
"AA493 Allegheny Amber  30 мм";Коричневого;3100;1520;30;Radianz;"Группа G 2 (Radianz)";Гранитная
"KC213 Kauai Cream";Светло-бежевого;3100;1520;20;Radianz;"Группа G 2 (Radianz)";Гранитная
"MB990 Mauna Loa Black";Черного;3100;1520;20;Radianz;"Группа G 2 (Radianz)";Гранитная
"RG994 Rangoon Black";Серого;3100;1520;20;Radianz;"Группа G 2 (Radianz)";Гранитная
"SA497 Shasta Brown";Коричневого;3100;1520;20;Radianz;"Группа G 2 (Radianz)";Гранитная
"UG950 Ural Gray";Серого;3200;1600;20;Radianz;"Группа G 2 (Radianz)";Гранитная
"AW130 Aleutian White";Белого;3100;1520;20;Radianz;"Группа G 2 (Radianz)";Гранитная
"EW120 Everest White";Белого;3100;1520;20;Radianz;"Группа G 2 (Radianz)";Гранитная
"DW105 Diamond White";Белого;3100;1520;20;Radianz;"Группа G 2 (Radianz)";Гранитная
"AB144 Adirondack Birch";Белого;3100;1520;20;Radianz;"Группа G 3 (Radianz)";Гранитная
"CO420 Cyprus Orange";Оранжевого;3100;1520;20;Radianz;"Группа G 3 (Radianz)";Гранитная
"GG900 Gentle Gray";Белого;3100;1520;20;Radianz;"Группа G 3 (Radianz)";Гранитная
"KI992 Kunlun Ink";Черного;3100;1520;20;Radianz;"Группа G 3 (Radianz)";Гранитная
"LV225 Luna Verde";Бежевого;3100;1520;20;Radianz;"Группа G 3 (Radianz)";Гранитная
"MS141 Mont Blanc Snow";Белого;3100;1520;20;Radianz;"Группа G 3 (Radianz)";Гранитная
"SR461 Salina Red";"Красного / розового";3100;1520;20;Radianz;"Группа G 3 (Radianz)";Гранитная
"SM499 Sechura Mocha";Коричневого;3100;1520;20;Radianz;"Группа G 3 (Radianz)";Гранитная
"AC495 Acadia Brown";Коричневого;3000;1400;20;Radianz;"Группа G 4 (Radianz)";Гранитная
"BO214 Bora Bora Beige";Светло-бежевого;3100;1520;20;Radianz;"Группа G 4 (Radianz)";Гранитная
"FB991 Ferio Black";Черного;3000;1400;20;Radianz;"Группа G 4 (Radianz)";Гранитная
"GG950 Gold Canyon Gray";Серого;3100;1520;20;Radianz;"Группа G 4 (Radianz)";Гранитная
"IG910 Imperial Gray";Светло-серого;3100;1520;20;Radianz;"Группа G 4 (Radianz)";Гранитная
"MU410 Mariposa Buff";Серого;3100;1520;20;Radianz;"Группа G 4 (Radianz)";Гранитная
"MS980 Midnight Sapphire";"Синего / Голубого";3100;1520;20;Radianz;"Группа G 4 (Radianz)";Гранитная
"MI780 Mirama Bronze";Коричневого;3100;1520;20;Radianz;"Группа G 4 (Radianz)";Гранитная
"CK230 Mykonos Beige";Бежевого;3100;1520;20;Radianz;"Группа G 4 (Radianz)";Гранитная
"SC235 Saltoro Clif";Серого;3100;1520;20;Radianz;"Группа G 4 (Radianz)";Гранитная
"SH145 St.Helens White";Светло-серого;3100;1520;20;Radianz;"Группа G 4 (Radianz)";Гранитная
"WM610 Whistler Mocha Gray";Серого;3100;1520;20;Radianz;"Группа G 4 (Radianz)";Гранитная
"DC155 Denali Cloud";Светло-серого;3100;1520;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"LL195 Lucern Lake";Светло-серого;3200;1600;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
Braemar;Коричневого;3320;1650;20;Cambria;"Classic (Cambria)";Мраморная
"AF953 Ashford Fog";Серого;3200;1600;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"KR217 Kiani Cream";Светло-бежевого;3200;1600;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"IB989 Impala Black";Черного;3200;1600;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"NU744 Nuvola";Светло-серого;3200;1600;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"DA744 Danube";Светло-бежевого;3200;1600;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"SE155 Sequoia";Светло-серого;3100;1520;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"VO255 Volga";Светло-бежевого;3200;1600;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"MM357 Milan Macchiato";Серого;3200;1600;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"VV254 Verona Verde";Бежевого;3200;1600;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"NB278 Napoli Beige";Бежевого;3200;1600;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"MG786 Maipo Gray";Серого;3200;1600;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"WA389 Wilshire Amber";Коричневого;3200;1600;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"NI755 Nimbus";Серого;3200;1600;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"OR722 Orion";Светло-серого;3200;1600;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"AC711 Acacia";Светло-серого;3200;1600;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"SA355 Saffron";Бежевого;3200;1600;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"AS955 Aster";Черного;3200;1600;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"WI166 Willow";Светло-серого;3200;1600;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"AU755 Aurora";Светло-серого;3200;1600;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"NW124 Nantucket Whale";Светло-серого;3200;1600;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"RI177 Rio";Светло-бежевого;3200;1600;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"JU155 Juniper";Светло-серого;3200;1600;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"SP850 Splendor";Коричневого;3100;1520;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"CO925 Ceres";Серого;3100;1520;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"CH949 Characoal";Серого;3100;1520;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"CO811 Contrail";Серого;3100;1520;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"HA120 Halo";Светло-серого;3100;1520;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"PL722 Pluto";Светло-серого;3100;1520;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"PG126 Pristine";Светло-серого;3100;1520;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"AL450 Alluring";Белого;3100;1520;20;Radianz;"MARBLE COLLECTION  (Radianz)";Мраморная
"CALACATTA AMNIS";Светло-серого;3200;1600;20;Technistone;"Crystal (Technistone)";Мраморная
"CALACATTA SILVA";Бежевого;3200;1600;20;Technistone;"Crystal (Technistone)";Мраморная
"NOBLE LINEA";Светло-серого;3185;1550;20;Technistone;"Noble (Technistone)";Мраморная
"POETIC BLACK Matt";Черного;3200;1600;20;Technistone;"Crystal (Technistone)";Мраморная
"BRILLIANT ARABESCO";Светло-серого;3185;1550;20;Technistone;"Crystal (Technistone)";Мраморная
"BRILLIANT GALAXY";Черного;3050;1440;20;Technistone;"Starlight (Technistone)";Мраморная
"BRILLIANT BLACK";Черного;3185;1550;20;Technistone;"Starlight (Technistone)";Мраморная
"BRILLIANT WHITE";Белого;3185;1550;20;Technistone;"Starlight (Technistone)";Гранитная
"CRYSTAL BALANCE WHITE";Светло-бежевого;3050;1440;20;Technistone;"Essential (Technistone)";Гранитная
"CRYSTAL ANTHRACITE";Серого;3050;1440;20;Technistone;"Essential (Technistone)";Гранитная
"CRYSTAL ROYAL";Белого;3185;1550;20;Technistone;"Essential (Technistone)";Гранитная
"CRYSTAL DIAMOND";Белого;3050;1440;20;Technistone;"Essential (Technistone)";Гранитная
"CRYSTAL POLAR WHITE";Белого;3185;1550;20;Technistone;"Essential (Technistone)";Гранитная
"CRYSTAL ABSOLUTE WHITE";Белого;3185;1550;20;Technistone;"Essential (Technistone)";Гранитная
"CRYSTAL BELGIUM";Черного;3185;1550;20;Technistone;"Essential (Technistone)";Гранитная
"GOBI BLACK";Черного;3185;1550;20;Technistone;"Essential (Technistone)";Гранитная
"TAURUS BLACK";Черного;3185;1550;20;Technistone;"Rustic (Technistone)";Гранитная
"TAURUS TERAZZO GREY";Серого;3185;1550;20;Technistone;"Rustic (Technistone)";Гранитная
"GOBI GREY";Серого;3185;1550;20;Technistone;"Essential (Technistone)";Гранитная
"HARMONIA DOLOMITES";Светло-бежевого;3050;1440;20;Technistone;"Harmonia (Technistone)";Гранитная
"HARMONIA ALTAY";Коричневого;3050;1440;20;Technistone;"Harmonia (Technistone)";Гранитная
"STARLIGHT WHITE";Белого;3050;1440;20;Technistone;"Starlight (Technistone)";Гранитная
"STARLIGHT BLACK";Черного;3050;1440;20;Technistone;"Starlight (Technistone)";Гранитная
"STARLIGHT SAND";Черного;3050;1440;20;Technistone;"Starlight (Technistone)";Гранитная
"NOBLE ATHOS BROWN";Коричневого;3185;1550;20;Technistone;"Noble (Technistone)";Гранитная
"NOBLE CONCRETE GREY";Серого;3185;1550;20;Technistone;"Noble (Technistone)";Гранитная
"NOBLE IVORY WHITE";Бежевого;3185;1550;20;Technistone;"Noble (Technistone)";Гранитная
"NOBLE PIETRA GREY";Коричневого;3185;1550;20;Technistone;"Noble (Technistone)";Гранитная
"NOBLE TROYA";Коричневого;3185;1550;20;Technistone;"Noble (Technistone)";Гранитная
"NOBLE SUPREME WHITE";Белого;3185;1550;20;Technistone;"Noble (Technistone)";Мраморная
"NOBLE DESIREE GREY";Серого;3185;1550;20;Technistone;"Noble (Technistone)";Мраморная
"NOBLE IMPERIAL GREY";Серого;3185;1550;20;Technistone;"Noble (Technistone)";Мраморная
"NOBLE OLYMPOS MIST";Светло-бежевого;3185;1550;20;Technistone;"Noble (Technistone)";Мраморная
"NOBLE BOTTICINO";Светло-бежевого;3185;1550;20;Technistone;"Noble (Technistone)";Мраморная
"NOBLE CALISTA";Бежевого;3185;1550;20;Technistone;"Noble (Technistone)";Мраморная
"NOBLE CARRARA";Светло-серого;3185;1550;20;Technistone;"Noble (Technistone)";Мраморная
"NOBLE ARETI BIANCO";Светло-серого;3185;1550;20;Technistone;"Noble (Technistone)";Мраморная
"NOBLE PERLATO LUNA";Серого;3185;1550;20;Technistone;"Noble (Technistone)";Мраморная
"NOBLE PRO FROST";Белого;3185;1550;20;Technistone;"Noble (Technistone)";Мраморная
"NOBLE PRO CLOUD";Серого;3185;1550;20;Technistone;"Noble (Technistone)";Мраморная
"ELEGANCE ECO ZEN";Бежевого;3050;1440;20;Technistone;"Essential (Technistone)";Гранитная
"NOBLE PRO STORM";Серого;3185;1550;20;Technistone;"Noble (Technistone)";Мраморная
"ELEGANCE ECO ASH";Бежевого;3050;1440;20;Technistone;"Essential (Technistone)";Гранитная
"ELEGANCE ECO NEV ";Бежевого;3185;1550;20;Technistone;"Essential (Technistone)";Гранитная
"NOBLE CONCRETE GREY Matt (матовый)";Серого;3185;1550;20;Technistone;"Noble (Technistone)";Гранитная
"CRYSTAL ABSOLUTE WHITE MATT";Белого;3185;1550;20;Technistone;"Essential (Technistone)";Гранитная
"CRYSTAL BELGIUM";Черного;3185;1550;20;Technistone;"Essential (Technistone)";Гранитная
Bellingham;Серого;3320;1650;20;Cambria;"Classic (Cambria)";Мраморная
Bradshaw;Коричневого;3320;1650;20;Cambria;"Classic (Cambria)";Мраморная
Brentwood;Бежевого;3050;1400;20;Cambria;"Classic (Cambria)";Мраморная
Buckingham;Серого;3320;1650;20;Cambria;"Classic (Cambria)";Мраморная
Canterbury;Коричневого;3320;1650;20;Cambria;"Classic (Cambria)";Мраморная
Carrick;Серого;3320;1650;20;Cambria;"Classic (Cambria)";Мраморная
Charston;Черного;3320;1650;20;Cambria;"Classic (Cambria)";"Крупные вкрапления"
Crowndale;Бежевого;3320;1650;20;Cambria;"Classic (Cambria)";"Крупные вкрапления"
Darlington;Бежевого;3320;1650;20;Cambria;"Classic (Cambria)";Мраморная
Dovedale;Белого;3320;1650;20;Cambria;"Classic (Cambria)";"Крупные вкрапления"
Edinburough;Черного;3320;1650;20;Cambria;"Classic (Cambria)";Гранитная
Ferndale;Коричневого;3320;1650;20;Cambria;"Classic (Cambria)";Мраморная
Hampshire;Коричневого;3320;1650;20;Cambria;"Classic (Cambria)";Мраморная
Hollinsbrook;Черного;3320;1650;20;Cambria;"Classic (Cambria)";Мраморная
Laneshaw;Серого;3320;1650;20;Cambria;"Classic (Cambria)";Мраморная
Lincolnshire;Бежевого;3320;1650;20;Cambria;"Classic (Cambria)";Мраморная
Linwood;Бежевого;3320;1650;20;Cambria;"Classic (Cambria)";Мраморная
Nevern;Бежевого;3320;1650;20;Cambria;"Classic (Cambria)";Мраморная
"New Brighton";Бежевого;3050;1400;20;Cambria;"Classic (Cambria)";Мраморная
Newport;Светло-серого;3320;1650;20;Cambria;"Classic (Cambria)";Мраморная
Sharpham;Черного;3320;1650;20;Cambria;"Classic (Cambria)";Мраморная
Shirebrook;Коричневого;3320;1650;20;Cambria;"Classic (Cambria)";Мраморная
Torquay;Светло-серого;3320;1650;20;Cambria;"Classic (Cambria)";Мраморная
Wavertone;Светло-бежевого;3320;1650;20;Cambria;"Classic (Cambria)";"Крупные вкрапления"
Wellingtone;Черного;3320;1650;20;Cambria;"Classic (Cambria)";Мраморная
Windermere;Светло-бежевого;3320;1650;20;Cambria;"Classic (Cambria)";Мраморная
Bentley;Черного;3320;1650;20;Cambria;"Luxury (Cambria)";Мраморная
"Clairidge ";Коричневого;3320;1650;20;Cambria;"Luxury (Cambria)";Мраморная
"Ella ";Белого;3320;1650;20;Cambria;"Luxury (Cambria)";Мраморная
"Ironsbridge ";Светло-серого;3320;1650;20;Cambria;"Luxury (Cambria)";Мраморная
Levven;Серого;3320;1650;20;Cambria;"Luxury (Cambria)";Мраморная
"Mersey ";Черного;3320;1650;20;Cambria;"Luxury (Cambria)";Мраморная
Roxwell;Серого;3320;1650;20;Cambria;"Luxury (Cambria)";Мраморная
"Queen Anna ";Серого;3320;1650;20;Cambria;"Luxury (Cambria)";Мраморная
"Harlech ";Серого;3050;1400;20;Cambria;"Luxury (Cambria)";Мраморная
"Kelvingrove ";Зеленого;3050;1400;20;Cambria;"Luxury (Cambria)";Мраморная
"Summerhill ";Серого;3050;1400;20;Cambria;"Luxury (Cambria)";Мраморная
"BQ200 Artic Snow";Белого;3300;1650;20;Vicostone;"Classic (Vicostone)";Гранитная
"BQ2600 Valley White";Светло-серого;3300;1650;20;Vicostone;"Classic (Vicostone)";Мраморная
"BQ2607 Serizzo Monterosa";Серого;3300;1650;20;Vicostone;"Classic (Vicostone)";Мраморная
"BQ9330 Oyster";Коричневого;3050;1440;20;Vicostone;"Classic (Vicostone)";Мраморная
"BQ9415 Bizana";Серого;3050;1440;20;Vicostone;"Classic (Vicostone)";Мраморная
"BS124 Satinet";Серого;3300;1650;20;Vicostone;"Classic (Vicostone)";Гранитная
"BS124 Satinet (поверхность Antique (античная)";Серого;3000;1400;20;Vicostone;"Classic (Vicostone)";Гранитная
"BQ8220 Carrara";Светло-серого;3000;1400;20;Vicostone;"Natural (Vicostone)";Мраморная
